   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
   25400 -2.68942435E-05 -8.85154641E-05  1.36908651E-01  1.36908890E-01  2.79966635E-03
   25500  1.00853372E-04  4.62383621E-05  1.37051370E-01  1.37051674E-01  2.77585147E-03
   25600  1.15507259E-05  6.92191751E-05  1.36863561E-01  1.36864030E-01  2.66159788E-03
   25700  2.58774291E-05 -1.09870325E-04  1.36971935E-01  1.36972222E-01  2.91907939E-03
   25800  1.07000231E-05  1.54668452E-05  1.36875118E-01  1.36875397E-01  2.73260914E-03
   25900  1.78724736E-04  1.40839719E-04  1.36872289E-01  1.36873048E-01  2.52715855E-03
   26000  1.34844626E-04 -3.58933484E-05  1.36849382E-01  1.36849931E-01  2.75819730E-03
   26100  6.13870080E-05  1.60451376E-04  1.36827977E-01  1.36828492E-01  2.76840160E-03
   26200  2.77141421E-04 -2.16027113E-04  1.36863064E-01  1.36864042E-01  2.45899680E-03
   26300 -2.21850153E-06 -1.44438023E-04  1.36957321E-01  1.36957542E-01  2.78558271E-03
   26400  5.18531858E-05  4.69485628E-05  1.36957081E-01  1.36957275E-01  2.69892161E-03
   26500 -1.40216455E-04  4.76290676E-05  1.36978158E-01  1.36978553E-01  2.76481927E-03
   26600 -4.55635837E-05  5.16959348E-05  1.36905752E-01  1.36906312E-01  2.57609251E-03
   26700  2.18876057E-05  6.51617657E-05  1.36770224E-01  1.36770344E-01  2.84293390E-03
   26800 -2.27846293E-04 -1.26072687E-04  1.36822703E-01  1.36823375E-01  2.70564549E-03
   26900  1.11877286E-04 -6.89653482E-05  1.37100863E-01  1.37101053E-01  2.68869376E-03
   27000  2.16038010E-04  1.88003256E-04  1.36925951E-01  1.36926590E-01  2.89351505E-03
   27100 -7.26606399E-05  3.81481762E-05  1.36880464E-01  1.36880784E-01  2.91242834E-03
   27200  7.01974705E-05 -1.05091819E-04  1.36834787E-01  1.36835301E-01  2.77998584E-03
   27300  5.42691038E-05 -3.23822276E-05  1.36793650E-01  1.36794992E-01  2.54135553E-03
   27400 -6.74061100E-06 -1.86453911E-04  1.36751420E-01  1.36751806E-01  2.73853764E-03
